app,version,review_date,star_rating,review
instagram,'83.0',3/6/2019,3,I was really enjoying this app until a few weeks ago when endless ads started popping up while I was working on a post. Very annoying.
instagram,'83.0',3/6/2019,4,I WILL GIVE THIS APP ONE MORE STAR IF YOU COULD PLEASE ADD SCHEDULED POSTING SO WHILE IM AWAY FROM SOCIAL MEDIA I COULD STILL POST EVEN WHEN IM NOT USING INSTAGRAM.
instagram,'83.0',3/6/2019,1,"hate the new profile format, please change it back"
instagram,'83.0',3/6/2019,5,Love the app
instagram,'83.0',3/6/2019,5,Hi just was just got
instagram,'83.0',3/6/2019,3,Why couldnt put URL on our stories?  Why only some people can do it?!  I hope u make it to all people
instagram,'83.0',3/6/2019,3,"Fix your garbage app, for some reason everything I go to sign in it says a problem occurred so please fix your trash app"
instagram,'83.0',3/6/2019,5,This is the best
instagram,'83.0',3/6/2019,2,"I have notifications on, but I only get the notifications when I open the app. Please fix"
instagram,'83.0',3/6/2019,4,i would love to have the countdown thingy before the 20th or March.
instagram,'83.0',3/6/2019,1,Every time I log out it never lets me log back in can you fix this problem and fast
instagram,'83.0',3/6/2019,5,"Instagram has been the most consistent app with updated, working content. Definitely surpasses my expectation."
instagram,'83.0',3/6/2019,5,Nice
instagram,'83.0',3/6/2019,1,This is ridiculous
instagram,'83.0',3/6/2019,1,Make it so you can view the people who viewed your stories again!! Not this 24 hours bs.
instagram,'83.0',3/6/2019,3,My post dont reach many people
instagram,'83.0',3/6/2019,1,Why would you take away who viewed your past histories.
instagram,'83.0',3/6/2019,5,Delgaldo11
instagram,'83.0',3/6/2019,5,Excelente
instagram,'83.0',3/6/2019,5,Thank you insta
instagram,'83.0',3/6/2019,4,"Hey instagram, Why is it, that I'm able to post on mobile devices instead of laptops. The icons on in the stores are misleading."
instagram,'83.0',3/6/2019,1,When the music feature first came out i allowed you to post in your story and look up a song a post it with the story. Now you have released an update and now i cant do that i been waiting for a fix. I got multiple accounts that the feature works but it just dont work on my account. Please fix it
instagram,'83.0',3/6/2019,4,Too many ads lately guys.
instagram,'83.0',3/6/2019,1,The app is not letting me log in from my phone but let me log in from everyone else phone
instagram,'83.0',3/6/2019,5,I love this App so  much but I never get the updates to update!!
instagram,'83.0',3/6/2019,5,I love it
instagram,'83.0',3/6/2019,1,"Tired of seeing the same posts. Tired of seeing posts from 2+ days ago. Just make it chronological order again, ffs."
instagram,'83.0',3/6/2019,5,Booty
instagram,'83.0',3/6/2019,3,My post dont reach many people
instagram,'83.0',3/6/2019,1,Why would you take away who viewed your past histories.
instagram,'83.0',3/6/2019,5,Delgaldo11
instagram,'83.0',3/6/2019,5,Excelente
instagram,'83.0',3/6/2019,5,Thank you insta
instagram,'83.0',3/6/2019,4,"Hey instagram, Why is it, that I'm able to post on mobile devices instead of laptops. The icons on in the stores are misleading."
instagram,'83.0',3/6/2019,1,When the music feature first came out i allowed you to post in your story and look up a song a post it with the story. Now you have released an update and now i cant do that i been waiting for a fix. I got multiple accounts that the feature works but it just dont work on my account. Please fix it
instagram,'83.0',3/6/2019,4,Too many ads lately guys.
instagram,'83.0',3/6/2019,1,The app is not letting me log in from my phone but let me log in from everyone else phone
instagram,'83.0',3/6/2019,5,I love this App so  much but I never get the updates to update!!
instagram,'83.0',3/6/2019,5,I love it
instagram,'83.0',3/6/2019,1,"Tired of seeing the same posts. Tired of seeing posts from 2+ days ago. Just make it chronological order again, ffs."
instagram,'83.0',3/6/2019,5,Booty
instagram,'83.0',3/6/2019,1,That profile update is ugly and stupid. pls go back to the previous.
instagram,'83.0',3/6/2019,4,"Love insta but I have no polls, question, or countdowns. How do I fix that"
instagram,'83.0',3/6/2019,4,my phone is up to date & so is the app but i have never had the music option is there a reason?
instagram,'83.0',3/6/2019,5,"A perfect platform to find, flirt and flourish, in fun, foto or fantasy like falcons flying far above the firmament. Feel free to find the first flash feelings in funstagram."
instagram,'83.0',3/6/2019,1,Can anyone tell meeeee why when i try to log in it says error ? Please help me
instagram,'83.0',3/6/2019,3,Insta needs to somehow resolve the big issue of accounts being hacked
instagram,'83.0',3/6/2019,1,Taking the joy out the app
instagram,'83.0',3/6/2019,3,Other than the crappy algorithms that restrict your post from being seen by all of your followers. Instead only a small percentage of followers see your work. It fits my needs.
instagram,'83.0',3/6/2019,1,Absolute garbage algorithms . All your fault Facebook .
instagram,'83.0',3/6/2019,5,Thank you
instagram,'83.0',3/6/2019,4,How do get rid of the shopping display I wanna look at memes not shop
instagram,'83.0',3/6/2019,1,Why take away viewers on stories after 24 hours how was that bothering anyone? Bring it back!!
instagram,'83.0',3/6/2019,1,Just like the subject. This app is not ipad friendly.
instagram,'83.0',3/6/2019,5,This app is amazing you can post stuff and it is not inappropriate!
instagram,'83.0',3/6/2019,5,I love it
instagram,'83.0',3/6/2019,3,"I began using IG instead of FB because of all the pop-up ads. Now I have the same issue with IG. Ads appear instead of posts from people I follow. My page is supposed to be private so apparently I have allowed the content to be used for commercial purposes in the long agreements that I didn't read, buyer/user beware. So I may have to take a social media break from it all. And, the posts from my real friends sporadically appears because I have made the mistake in judgement to follow so ""celebrities"" and it seems their content may take precedence?"
instagram,'83.0',3/6/2019,5,Incredible art community on IG!
instagram,'83.0',3/6/2019,1,I have the newest iPhone XS and the most recent update of instagram but cannot add music to my stories. With my last phone I had no problem at all with adding music
instagram,'83.0',3/6/2019,4,I have used Instagram for a while but for some reason I can not log into my account. Would be great if they can fix it.;
instagram,'83.0',3/6/2019,2,Why is that?
instagram,'83.0',3/6/2019,5,I need more followers
instagram,'83.0',3/6/2019,5,Wonderful app thanks
instagram,'83.0',3/6/2019,5,Perfect
instagram,'83.0',3/6/2019,1,Every time I post it disappears can someone fix it please
instagram,'83.0',3/6/2019,5,This app is amazing love it so much
instagram,'83.0',3/6/2019,5,"This app is amazing also WAY better than Twitter because you can do so much stuff on this app, and not only that make friends through this app also. I give it 5 stars."
instagram,'83.0',3/6/2019,5,Kk
instagram,'83.0',3/6/2019,1,Bro i hate the new update..
instagram,'83.0',3/6/2019,3,There should be a new update in which Instagram allows you to upload your pictures without having to crop or use a third party app to edit the size of it.  Gabriel Gonzague
instagram,'83.0',3/6/2019,5,The lest updating is ugly
instagram,'83.0',3/6/2019,5,Corbyn Besson Zach Herron  Daniel Seavey  Jonah Marais  Jack Avery
instagram,'83.0',3/6/2019,1,Every single top comment is tagging a bot account for likes and this app is broken af rn
instagram,'83.0',3/11/2019,5,This app is amazing just for the fact of its humor
instagram,'83.0',3/11/2019,1,GARBAGE WHY ONLY 31 PEOPLE IN A GROUP CHAT WOW SO SAD
instagram,'83.0',3/11/2019,1,Great app! Stop spying on me
instagram,'83.0',3/11/2019,4,"For a couple of days, I have been noticing this issue where I cannot see when someone has read my message; even if they have seen it and replied. The 'seen' feature does not appear on my direct messages when someone has viewed a message."
instagram,'83.0',3/11/2019,5,Zenmy find my ioPONE  GOODNIGHT GOONDOGGO
instagram,'83.0',3/11/2019,5,"Instagram is my favorite App. The user is able to search any topic, location or event and get a visual. Pictures explain a lot & when unable to physically travel IG transports the user to the location."
instagram,'83.0',3/11/2019,5,Hope Instagram can add a function to make post able to delete just one pic
instagram,'83.0',3/11/2019,5,Awesome
instagram,'83.0',3/11/2019,5,"Love this app and how it connects us to the world, and each other"
instagram,'83.0',3/11/2019,5,Love it easy and fun
instagram,'83.0',3/11/2019,5,Greatness...
instagram,'83.0',3/11/2019,5,Best social media app
instagram,'83.0',3/11/2019,5,This app is amazing I moved and I got to find my old friends and meet up with thim
instagram,'83.0',3/11/2019,2,You should be able to see if some one is following you just by opening that persons profile. Instead of scrolling thru your followers list.  Ability to hide a picture instead of deleting it. Have an alphabetical or chronological order to your friends and followers list.
instagram,'83.0',3/11/2019,1,WHY IN THE WORLD WOULD YOU TAKE THE VIEWER LIST OFF ??? I SHOULD BE ABLE TO ACCESS IT WHENEVER I WANT. BRING THEM BACK PLS!!!
instagram,'83.0',3/11/2019,5,I just starting engaging with Instagram on both a professional and personal level and I love it. I feel more creative and expressive!
instagram,'83.0',3/11/2019,5,Instagram
instagram,'83.0',3/11/2019,4,This is it.
instagram,'83.0',3/11/2019,5,I like Instagram and how many people it reaches.
instagram,'83.0',3/11/2019,5,Great way to share
instagram,'83.0',3/11/2019,1,Every 5 posts then a sponsored ad? Pretty annoying especially when someones personal profile is showings thats sponsored.
instagram,'83.0',3/11/2019,1,"The ads are ruining the entire app. The algorithm for the timeline is sickening, just let it fall chronologically. Every time I make a post on my private page I get a ton of spam DMs, friend requests, and even tagged photos. I saved all my pictures so I can delete the app."
instagram,'83.0',3/11/2019,2,Soo many bugs.. I just want to follow someone when I push follow......
instagram,'83.0',3/11/2019,5,tnQ
instagram,'83.0',3/11/2019,3,"First of all, I really Really dislike that the images are not in chronological order anymore so I wont see something one of my friends post until 3 days later sometimes :/ second of all, the newest update made the layout worst. The follow button is below the description now. It just looks ugly and displeasing to the eye. Please move it back. Also the layout as a whole has gotten less and less pleasing to look at as it slowly turns into nothing but a white screen with text and images and no unique design to it. The older versions with the blue outlines was way more unique and pleasing, but this newest update just makes me want to vomit every time I click on a profile and see the follow button under the description and not the follower count. Otherwise it works fine like it always has with the dms and posts."
instagram,'83.0',3/11/2019,5,Instagram is an app that you most have it any way because you have to know that's happening in world you are inside basically this is a good point but the bad point is you can't get out of it it's kinda a part of your mind you have to control your self in it
instagram,'83.0',3/11/2019,4,IG can be as private and simple as you want or public and complex. You choose. The interface is super easy to work with. It gets bugs like everything else but it works well. I just fill my feed with lots of positivity and art and it makes my day.  I only give 4 stars because they need to relax on the censoring or take context clues when it comes to censorship. Hate speech and crimes shouldn't have the same weight as nudity in art.
instagram,'83.0',3/11/2019,3,Make the viewers list not get deleted after 24 hrs  Think delet it does not make sense For some people is funny to see the new viewers on the highlights
instagram,'83.0',3/11/2019,5,Gitg
instagram,'83.0',3/10/2019,3,ive have insta for a while and all of my friends are able to repost on their story. Except me. i would like this to be fixed
instagram,'83.0',3/10/2019,5,Check out my work @hfpe ...Instagram is the only social app needed.
instagram,'83.0',3/10/2019,5,I love that I have followers Instagram makes a lot of things easy for you
instagram,'83.0',3/10/2019,5,This is a good app
instagram,'83.0',3/10/2019,2,My music isn't available in my insta story. Everything is supposedly up to date and it's still not there. Very annoying
instagram,'83.0',3/10/2019,5,There are never any Bugs or lags
instagram,'83.0',3/10/2019,5,No drama
instagram,'83.0',3/10/2019,1,Fy
instagram,'83.0',3/10/2019,3,Plz make it back where you can see your story viewers on your highlights
instagram,'83.0',3/10/2019,5,Awesome to good to be true
instagram,'83.0',3/10/2019,1,WHY DOES IT KEEP DAYIN ERROR WHEN I LOG IN ? MY PHONE WONT UPDATE TO IT!
instagram,'83.0',3/10/2019,1,It was Perfect.
instagram,'83.0',3/10/2019,5,This is the best app I ever had
instagram,'83.0',3/10/2019,1,When you post videos the quality that Instagram brings it to is so ugly. Makes everything so ugly
instagram,'83.0',3/10/2019,1,"One of my accounts was deactivated because of community guideline violations but on another account in which I had no violations on, the instagram app won't let me log in to it. I get an error message saying ""sorry we can't complete that request,"" or a message about the internet connection. I can log on to it on other devices so I know it is a problem within the app. I have tried deleting the app and redownloading it, logging in with a phone number and it won't even let me make a new account. I tried emailing support and they told me to go to the help website, same thing happened when I called customer service. Please reply to help resolve this problem asap."
instagram,'83.0',3/10/2019,4,"I used to be able to view Instagram stories on my iPad, but the most recent update seems to have broken playback. The audio plays normally but the video is stuck on the first frame of the story. IGTV seems to suffer from a similar glitch - the audio plays while the video remains on the static-y loading screen. Please look into this. Thanks!"
instagram,'83.0',3/10/2019,1,Being trying to speak with someone about my account and no one responds
instagram,'83.0',3/10/2019,4,Love the app but why is there no dark mode like Twitter?? Would make the app ten times better.
instagram,'83.0',3/10/2019,2,My Instagram is constantly got blacked. I have to restar my iPhone everytime it happens in order to get it back. I am sad cus I love Instagram.
instagram,'83.0',3/10/2019,5,Should have more opportunities to talk to other users.
instagram,'83.0',3/10/2019,1,I am not able to comment or follow anyone . I have complained this many times but nothing happened. Pls help me
instagram,'83.0',3/10/2019,5,I waste a lot of time on this app lol.
instagram,'83.0',3/10/2019,4,Lupito88
instagram,'83.0',3/10/2019,5,Hdkawi
instagram,'83.0',3/10/2019,5,I really love it it's awesome Best social media Ever !
instagram,'83.0',3/10/2019,5,The Ultimate window
instagram,'83.0',3/10/2019,3,"The new profile layout is so ugly, it was better the way it was before."
instagram,'83.0',3/10/2019,3,I have a problem with my story it makes My videos 2 seconds long
instagram,'83.0',3/10/2019,3,On the next update (which hopefully is soon!) could you make it so that you could kick people out of the Instagram group chats? You yourself can leave and you can add other people but it gets overcrowded and annoying when other friends add other people in it. Thank you and I hope that this is possible!
instagram,'83.0',3/10/2019,5,This is the best app ever
instagram,'83.0',3/10/2019,5,The Best
instagram,'83.0',3/10/2019,1,It is not loading
instagram,'83.0',3/10/2019,1,Ive seen all my friends use the ask me a question sticker on their instagram and it isnt working on mine. I tried looking it up online to see what the issue was but it just wont appear on my stickers.
instagram,'83.0',3/10/2019,1,All of my pages have the center layout but one. Fix it!!!
instagram,'83.0',3/10/2019,5,Useful
instagram,'83.0',3/10/2019,1,You guys need to fix the time on when a person goes inactive because when I get on there someone is active and the like 10 seconds later it says active 4 minutes ago every single time
instagram,'83.0',3/10/2019,1,"the latest update on instagram really made me mad, why can't we see who viewed our story after 24hr?"
instagram,'83.0',3/10/2019,3,"This is a great app, I love this platform but the thing I hate is that if you post multiple pictures, they all have to be the same size, and it cuts out parts of the picture. Can you please fix this where the photos can be their original size?"
instagram,'83.0',3/10/2019,1,IT KEEPS TAKING PEOPLES FOLLOWERS !!!!!?
instagram,'83.0',3/10/2019,1,"I have used Instagram multiple times, for multiple years. Just recently my account was either deleted or hacked but I got zero notification for either. I have tried deleting the actual app and re-installing it but it does not let me log into my account. Is there any way I can find out why this happened or why I was not notified of why I am not able to log in to my account anymore?"
instagram,'83.0',3/10/2019,5,I love the inspiration on Instagram! Another level of positivity
instagram,'83.0',3/10/2019,5,It has really improved!!
instagram,'83.0',3/10/2019,5,Great
instagram,'83.0',3/10/2019,1,Instagram not Leting me Log back in I remember my pw and everything
instagram,'83.0',3/10/2019,1,"I have loved using this app for years, however, the past 2 weeks have encountered a tech glitch of a frozen screen that has left me unable to log in. Sadly I have sent numerous emails to support detailing the problem, as well as reported it many times through desktop. I have received no response on either end. Extremely disappointed."
instagram,'83.0',3/10/2019,3,When my act was hacked it took three months to fix. Horrible customer service. Amazon fixed inside if 10 minutes.
instagram,'83.0',3/10/2019,5,The best app ever it deserves 100 stars I love this app
instagram,'83.0',3/10/2019,1,Although it is a great app for sharing with your friends the quality of videos is quite bad and with the recent update your cannot go live with someone else without it glitching and freezing the whole time.
instagram,'83.0',3/10/2019,5,"I like em big, I like em chunky, I like em wide, I like em plumpy"
instagram,'83.0',3/10/2019,5,Awesome app!
instagram,'83.0',3/10/2019,2,"Your customer service needs improvement. I have reported my issues multiple times for months and have not been resolved. I cannot repost posts from other IG accounts to my stories. I also do not have the music feature. I have updated, re-downloaded and reported the issue. This is for my business account which I believe we should have features to."
instagram,'83.0',3/10/2019,3,When you click on a video on the explore page it loads the video beneath it and plays the video below while the screen stays on the video I clicked on.
instagram,'83.0',3/10/2019,3,"Deleted and reinstalled, everything working fine"
instagram,'83.0',3/10/2019,1,I DO NOT WANT TO BE NOTIFIED WHEN SOMEONE ELSE COMMENTS ON A PHOTO IVE LIKED/COMMENTED ON!!!!!
instagram,'83.0',3/10/2019,4,"i love instagram but the bugs that come witb the updates are annoying. i still cannot add music to my story , refreshing sometimes takes more than two attempts. otherwise one of the best apps."
instagram,'83.0',3/10/2019,2,Instagram needs to make a native resolution app for iPad that works in landscape and portrait mode. Running an iPhone app with 2x button doe NOT make it an iPad app.
instagram,'83.0',3/10/2019,5,Its good for pictures and getting known
instagram,'83.0',3/10/2019,1,"It wont let me logjn my instagram @d.daanaee . it says "" Sorry, theres a problem with your request "" ."
instagram,'83.0',3/10/2019,2,I tried to post a photo and it says to try again later? I did just that and no difference...help?
instagram,'83.0',3/10/2019,1,DUE TO NO MUSIC ADDED TO NEWER PHONES! MAKES NO SENSE!
instagram,'83.0',3/10/2019,4,The app is good except it will never be great until we can reply with gifs and pictures under the comments. Please and thank you.
instagram,'83.0',3/10/2019,5,Thanks instagram ! I love you !!!
instagram,'83.0',3/10/2019,1,I liked Instagram until they made the feed no longer chronological. Now I miss my friends posts and only see ads. Instagram is a sellout I'm over it. They put the most liked posts first...like they need any extra exposure? I want to see the people I care about seeing in the order they post. Also Instagram algorithm has killed engagement for creatives leaving no incentive to even use the app anymore. Every time i have an issue i have never heard back from Instagram in the 6 years of having the app
instagram,'83.0',3/10/2019,5,This is a really cool app I can see lots of things I like keep it up instagram
instagram,'83.0',3/10/2019,5,good nice
instagram,'83.0',3/10/2019,4,If I could create different audiences for my stories and not just Everyone or Best Friends that would be game changing.
instagram,'83.0',3/10/2019,5,I wish I could get some help with marketing. :(
instagram,'83.0',3/10/2019,5,Good
instagram,'83.0',3/10/2019,3,It would be way better if you could unfollow masses amount of people
instagram,'83.0',3/10/2019,5,Instagram has been awesome. Thank u guys!
instagram,'83.0',3/10/2019,2,i love this app and all but there's a problem. i have 4 accounts logged in my phone on this app and they have different versions of instagram?! like my main is different from my other pages! please fix this! in the version i have on my main i cant see how many posts people have and the pfp is at the right. please PLEASE change it back! my @ is @andreamatoss_. thank u.
instagram,'83.0',3/10/2019,1,Instagram is not allowing me to post anymore I can do everything else but post on my feed
instagram,'83.0',3/10/2019,5,"Good for every thing , fashion, business, friendship etc"
instagram,'83.0',3/10/2019,5,Omm this the best app out rn
instagram,'83.0',3/10/2019,3,You blocked me from commenting this makes no sense you should have warned me first and then did it. So for this i give you 3 stars
instagram,'83.0',3/10/2019,5,"Instagram is such an amazing app! It gives our generation motivation to explore different areas of the world, and our surroundings! The only social media app I use!"
instagram,'83.0',3/10/2019,4,IG is the way to go
instagram,'83.0',3/10/2019,4,"^^^^^ why am I losing followers. Please, fix it."
instagram,'83.0',3/10/2019,1,why is everybody rating that app 5 when they have many dislikes about it just like the stupid algorithm!!
instagram,'83.0',3/10/2019,1,its too bad that we cant see who's seen our story after 24H !!! its a big bug !
